,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,PTS,TOV,PF,At Home,FGA,FGM,FG3A,FG3M,FTA,FTM,OREB,DREB,AST,STL,BLK,Opponent,Opponent PTS,Opponent FGM,Opponent FGA,Opponent FG_PCT,Opponent FG3M,Opponent FG3A,Opponent FG3_PCT,Opponent FTM,Opponent FTA,Opponent FT_PCT,Opponent OREB,Opponent DREB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,SEASON,Opponent Win,Win,offensiveRating,defensiveRating,possessions,assistToTurnover,offensiveReboundPercentage,defensiveReboundPercentage,Opponent teamTricode,Opponent offensiveRating,Opponent defensiveRating,Opponent possessions,Opponent assistToTurnover,Opponent offensiveReboundPercentage,Opponent defensiveReboundPercentage
0,OKC,0021600011,2016-10-26,103,10,23,0,94,39,22,6,26,19,13,40,19,7,3,PHI,97,36,84,0.429,7,24,0.292,18,25,0.72,5,38,21,5,10,13,22,2016-17,0,1,103.0,97.0,100.0,1.9,0.305,0.0,PHI,97.0,103.0,100.0,1.5,0.0,0.695
0,MIA,0021600004,2016-10-26,108,10,22,0,97,47,16,4,16,10,16,36,27,5,7,ORL,96,34,89,0.382,6,18,0.333,22,28,0.786,15,30,20,5,4,11,15,2016-17,0,1,112.5,102.1,96.0,2.25,0.415,0.679,ORL,102.1,112.5,94.0,1.82,0.321,0.585
0,BOS,0021600006,2016-10-26,122,19,20,1,89,48,32,11,18,15,12,35,36,13,9,BKN,117,43,97,0.443,15,44,0.341,16,20,0.8,15,29,22,8,3,16,19,2016-17,0,1,117.3,112.5,104.0,1.89,0.0,0.655,BKN,112.5,117.3,104.0,1.38,0.345,0.0
0,CHI,0021600015,2016-10-27,105,12,21,1,92,36,25,11,30,22,18,37,25,5,1,BOS,99,38,76,0.5,8,23,0.348,15,24,0.625,3,33,22,6,6,11,25,2016-17,0,1,107.1,101.0,98.0,2.08,0.373,0.0,BOS,101.0,107.1,98.0,1.83,0.0,0.627
0,ATL,0021600014,2016-10-27,114,21,19,1,88,44,26,12,18,14,14,38,28,13,7,WAS,99,40,94,0.426,6,20,0.3,13,18,0.722,12,28,25,14,4,19,20,2016-17,0,1,110.7,97.1,103.0,1.33,0.362,0.707,WAS,97.1,110.7,102.0,1.32,0.293,0.638
0,BOS,0021600015,2016-10-27,99,11,25,0,76,38,23,8,24,15,3,33,22,6,6,CHI,105,36,92,0.391,11,25,0.44,22,30,0.733,18,37,25,5,1,12,21,2016-17,1,0,101.0,107.1,98.0,1.83,0.0,0.627,CHI,107.1,101.0,98.0,2.08,0.373,0.0
0,LAC,0021600017,2016-10-27,114,7,25,0,91,37,29,8,46,32,15,33,12,10,4,POR,106,39,85,0.459,4,18,0.222,24,32,0.75,9,39,18,4,4,14,34,2016-17,0,1,112.9,103.9,101.0,1.5,0.3,0.72,POR,103.9,112.9,102.0,1.29,0.28,0.7
0,POR,0021600017,2016-10-27,106,14,34,1,85,39,18,4,32,24,9,39,18,4,4,LAC,114,37,91,0.407,8,29,0.276,32,46,0.696,15,33,12,10,4,7,25,2016-17,1,0,103.9,112.9,102.0,1.29,0.28,0.7,LAC,112.9,103.9,101.0,1.5,0.3,0.72
0,SAS,0021600016,2016-10-27,102,9,26,0,79,36,18,6,27,24,9,31,23,10,8,SAC,94,28,70,0.4,6,20,0.3,32,38,0.842,6,34,22,7,0,15,21,2016-17,0,1,110.9,101.1,92.0,2.3,0.222,0.711,SAC,101.1,110.9,93.0,1.38,0.289,0.778
0,SAC,0021600016,2016-10-27,94,15,21,1,70,28,20,6,38,32,6,34,22,7,0,SAS,102,36,79,0.456,6,18,0.333,24,27,0.889,9,31,23,10,8,9,26,2016-17,1,0,101.1,110.9,93.0,1.38,0.289,0.778,SAS,110.9,101.1,92.0,2.3,0.222,0.711
0,WAS,0021600014,2016-10-27,99,19,20,0,94,40,20,6,18,13,12,28,25,14,4,ATL,114,44,88,0.5,12,26,0.462,14,18,0.778,14,38,28,13,7,21,19,2016-17,1,0,97.1,110.7,102.0,1.32,0.293,0.638,ATL,110.7,97.1,103.0,1.33,0.362,0.707
0,UTA,0021600024,2016-10-28,96,14,18,1,75,31,25,6,40,28,13,34,14,4,7,LAL,89,32,84,0.381,9,23,0.391,16,21,0.762,11,32,16,6,7,14,29,2016-17,0,1,105.5,95.7,91.0,1.0,0.313,0.655,LAL,95.7,105.5,93.0,0.94,0.345,0.688
0,CHA,0021600022,2016-10-28,97,8,20,0,92,35,22,7,24,20,13,36,20,10,9,MIA,91,32,86,0.372,14,34,0.412,13,20,0.65,11,41,19,2,4,19,23,2016-17,0,1,100.0,94.8,97.0,2.5,0.288,0.667,MIA,94.8,100.0,96.0,0.95,0.333,0.712
0,BKN,0021600019,2016-10-28,103,16,23,1,87,38,33,10,20,17,12,40,20,6,4,IND,94,37,98,0.378,7,24,0.292,13,20,0.65,14,35,22,7,6,13,22,2016-17,0,1,102.0,93.1,101.0,1.25,0.26,0.688,IND,93.1,102.0,101.0,1.69,0.313,0.74
0,ORL,0021600020,2016-10-28,82,9,13,0,95,33,26,8,12,8,14,30,20,8,3,DET,108,48,95,0.505,7,19,0.368,5,6,0.833,9,44,27,8,4,12,11,2016-17,1,0,86.3,114.9,95.0,2.22,0.27,0.667,DET,114.9,86.3,94.0,2.25,0.333,0.73
0,MIA,0021600022,2016-10-28,91,19,23,1,86,32,34,14,20,13,11,41,19,2,4,CHA,97,35,92,0.38,7,22,0.318,20,24,0.833,13,36,20,10,9,8,20,2016-17,1,0,94.8,100.0,96.0,0.95,0.333,0.712,CHA,100.0,94.8,97.0,2.5,0.288,0.667
0,DET,0021600020,2016-10-28,108,12,11,1,95,48,19,7,6,5,9,44,27,8,4,ORL,82,33,95,0.347,8,26,0.308,8,12,0.667,14,30,20,8,3,9,13,2016-17,0,1,114.9,86.3,94.0,2.25,0.333,0.73,ORL,86.3,114.9,95.0,2.22,0.27,0.667
0,LAL,0021600024,2016-10-28,89,14,29,0,84,32,23,9,21,16,11,32,16,6,7,UTA,96,31,75,0.413,6,25,0.24,28,40,0.7,13,34,14,4,7,14,18,2016-17,1,0,95.7,105.5,93.0,0.94,0.345,0.688,UTA,105.5,95.7,91.0,1.0,0.313,0.655
0,IND,0021600019,2016-10-28,94,13,22,0,98,37,24,7,20,13,14,35,22,7,6,BKN,103,38,87,0.437,10,33,0.303,17,20,0.85,12,40,20,6,4,16,23,2016-17,1,0,93.1,102.0,101.0,1.69,0.313,0.74,BKN,102.0,93.1,101.0,1.25,0.26,0.688
0,CLE,0021600018,2016-10-28,94,17,15,0,79,33,32,12,22,16,9,31,20,8,3,TOR,91,35,90,0.389,4,16,0.25,17,18,0.944,18,33,12,9,3,18,20,2016-17,0,1,96.9,92.9,97.0,1.11,0.234,0.618,TOR,92.9,96.9,98.0,0.67,0.382,0.766
0,DAL,0021600023,2016-10-28,98,9,21,1,80,35,29,8,24,20,6,28,13,11,2,HOU,106,33,70,0.471,15,32,0.469,25,31,0.806,5,36,21,6,1,18,22,2016-17,1,0,104.3,112.8,94.0,1.3,0.196,0.75,HOU,112.8,104.3,94.0,1.11,0.25,0.804
0,GSW,0021600025,2016-10-28,122,14,22,0,91,44,28,9,28,25,9,40,32,8,2,NOP,114,47,100,0.47,5,22,0.227,15,23,0.652,12,37,29,8,5,13,24,2016-17,0,1,111.9,104.6,109.0,2.29,0.2,0.724,NOP,104.6,111.9,109.0,1.93,0.276,0.8
0,TOR,0021600018,2016-10-28,91,18,20,1,90,35,16,4,18,17,18,33,12,9,3,CLE,94,33,79,0.418,12,32,0.375,16,22,0.727,9,31,20,8,3,17,15,2016-17,1,0,92.9,96.9,98.0,0.67,0.382,0.766,CLE,96.9,92.9,97.0,1.11,0.234,0.618
0,HOU,0021600023,2016-10-28,106,18,22,0,70,33,32,15,31,25,5,36,21,6,1,DAL,98,35,80,0.438,8,29,0.276,20,24,0.833,6,28,13,11,2,9,21,2016-17,0,1,112.8,104.3,94.0,1.11,0.25,0.804,DAL,104.3,112.8,94.0,1.3,0.196,0.75
0,NOP,0021600025,2016-10-28,114,13,24,1,100,47,22,5,23,15,12,37,29,8,5,GSW,122,44,91,0.484,9,28,0.321,25,28,0.893,9,40,32,8,2,14,22,2016-17,1,0,104.6,111.9,109.0,1.93,0.276,0.8,GSW,111.9,104.6,109.0,2.29,0.2,0.724
0,OKC,0021600021,2016-10-28,113,22,24,1,96,40,21,5,38,28,14,43,13,11,3,PHX,110,42,94,0.447,5,28,0.179,21,32,0.656,7,37,15,11,3,15,29,2016-17,0,1,99.1,96.5,114.0,0.59,0.35,0.789,PHX,96.5,99.1,114.0,1.0,0.211,0.65
0,PHX,0021600021,2016-10-28,110,15,29,0,94,42,28,5,32,21,7,37,15,11,3,OKC,113,40,96,0.417,5,21,0.238,28,38,0.737,14,43,13,11,3,22,24,2016-17,1,0,96.5,99.1,114.0,1.0,0.211,0.65,OKC,99.1,96.5,114.0,0.59,0.35,0.789
0,CHI,0021600030,2016-10-29,118,12,14,1,86,45,21,9,21,19,13,34,34,8,6,IND,101,43,88,0.489,7,18,0.389,8,9,0.889,8,25,34,8,7,13,16,2016-17,0,1,124.2,107.4,95.0,2.83,0.381,0.761,IND,107.4,124.2,94.0,2.62,0.239,0.619
0,IND,0021600030,2016-10-29,101,13,16,0,88,43,18,7,9,8,8,25,34,8,7,CHI,118,45,86,0.523,9,21,0.429,19,21,0.905,13,34,34,8,6,12,14,2016-17,1,0,107.4,124.2,94.0,2.62,0.239,0.619,CHI,124.2,107.4,95.0,2.83,0.381,0.761
0,ORL,0021600029,2016-10-29,99,20,23,0,84,38,28,8,26,15,13,37,21,6,5,CLE,105,36,88,0.409,11,37,0.297,22,30,0.733,13,27,17,8,6,9,27,2016-17,1,0,103.1,109.4,96.0,1.0,0.404,0.75,CLE,109.4,103.1,96.0,1.89,0.25,0.596
0,CHA,0021600027,2016-10-29,98,8,17,1,79,32,32,9,33,25,6,32,22,8,6,BOS,104,39,81,0.481,15,31,0.484,11,17,0.647,4,38,25,4,6,13,26,2016-17,1,0,105.4,111.8,93.0,2.44,0.176,0.778,BOS,111.8,105.4,93.0,1.92,0.222,0.824
0,CLE,0021600029,2016-10-29,105,9,27,1,88,36,37,11,30,22,13,27,17,8,6,ORL,99,38,84,0.452,8,28,0.286,15,26,0.577,13,37,21,6,5,20,23,2016-17,0,1,109.4,103.1,96.0,1.89,0.25,0.596,ORL,103.1,109.4,96.0,1.0,0.404,0.75
0,BKN,0021600031,2016-10-29,108,18,22,0,84,37,34,11,28,23,11,34,23,12,6,MIL,110,41,88,0.466,8,22,0.364,20,24,0.833,8,36,25,14,5,14,23,2016-17,1,0,106.9,107.8,101.0,1.28,0.245,0.735,MIL,107.8,106.9,102.0,1.79,0.265,0.755
0,MEM,0021600028,2016-10-29,104,12,30,0,86,37,25,9,26,21,11,29,19,3,2,NYK,111,40,76,0.526,6,21,0.286,25,39,0.641,6,35,24,4,4,12,25,2016-17,1,0,107.2,114.4,97.0,1.58,0.275,0.75,NYK,114.4,107.2,97.0,1.85,0.25,0.725
0,MIL,0021600031,2016-10-29,110,14,23,1,88,41,22,8,24,20,8,36,25,14,5,BKN,108,37,84,0.44,11,34,0.324,23,28,0.821,11,34,23,12,6,18,22,2016-17,0,1,107.8,106.9,102.0,1.79,0.265,0.755,BKN,106.9,107.8,101.0,1.28,0.245,0.735
0,ATL,0021600026,2016-10-29,104,12,14,0,85,42,20,5,23,15,6,41,31,11,7,PHI,72,28,80,0.35,5,18,0.278,11,15,0.733,4,35,16,9,5,20,20,2016-17,0,1,103.0,72.0,101.0,2.58,0.22,0.843,PHI,72.0,103.0,100.0,0.8,0.157,0.78
0,POR,0021600033,2016-10-29,115,15,30,0,98,45,32,10,21,15,5,40,23,10,8,DEN,113,38,100,0.38,6,23,0.261,31,39,0.795,16,45,19,10,5,17,21,2016-17,0,1,100.0,98.3,115.0,1.44,0.164,0.657,DEN,98.3,100.0,115.0,1.12,0.343,0.836
0,SAS,0021600032,2016-10-29,98,9,15,1,83,35,24,10,23,18,6,44,21,6,7,NOP,79,32,86,0.372,4,22,0.182,11,15,0.733,7,38,14,6,5,9,19,2016-17,0,1,106.5,84.0,92.0,2.1,0.212,0.789,NOP,84.0,106.5,94.0,1.4,0.211,0.788
0,SAC,0021600034,2016-10-29,106,13,24,1,85,39,26,9,25,19,11,20,24,6,5,MIN,103,37,70,0.529,7,22,0.318,22,31,0.71,7,29,19,6,5,11,25,2016-17,0,1,117.8,117.0,90.0,1.85,0.388,0.73,MIN,117.0,117.8,88.0,1.36,0.27,0.612
0,MIN,0021600034,2016-10-29,103,11,25,0,70,37,22,7,31,22,7,29,19,6,5,SAC,106,39,85,0.459,9,26,0.346,19,25,0.76,11,20,24,6,5,13,24,2016-17,1,0,117.0,117.8,88.0,1.36,0.27,0.612,SAC,117.8,117.0,90.0,1.85,0.388,0.73
0,DEN,0021600033,2016-10-29,113,17,21,1,100,38,23,6,39,31,16,45,19,10,5,POR,115,45,98,0.459,10,32,0.313,15,21,0.714,5,40,23,10,8,15,30,2016-17,1,0,98.3,100.0,115.0,1.12,0.343,0.836,POR,100.0,98.3,115.0,1.44,0.164,0.657
0,NOP,0021600032,2016-10-29,79,9,19,0,86,32,22,4,15,11,7,38,14,6,5,SAS,98,35,83,0.422,10,24,0.417,18,23,0.783,6,44,21,6,7,9,15,2016-17,1,0,84.0,106.5,94.0,1.4,0.211,0.788,SAS,106.5,84.0,92.0,2.1,0.212,0.789
0,PHI,0021600026,2016-10-29,72,20,20,1,80,28,18,5,15,11,4,35,16,9,5,ATL,104,42,85,0.494,5,20,0.25,15,23,0.652,6,41,31,11,7,12,14,2016-17,1,0,72.0,103.0,100.0,0.8,0.157,0.78,ATL,103.0,72.0,101.0,2.58,0.22,0.843
0,BOS,0021600027,2016-10-29,104,13,26,0,81,39,31,15,17,11,4,38,25,4,6,CHA,98,32,79,0.405,9,32,0.281,25,33,0.758,6,32,22,8,6,8,17,2016-17,0,1,111.8,105.4,93.0,1.92,0.222,0.824,CHA,105.4,111.8,93.0,2.44,0.176,0.778
0,NYK,0021600028,2016-10-29,111,12,25,1,76,40,21,6,39,25,6,35,24,4,4,MEM,104,37,86,0.43,9,25,0.36,21,26,0.808,11,29,19,3,2,12,30,2016-17,0,1,114.4,107.2,97.0,1.85,0.25,0.725,MEM,107.2,114.4,97.0,1.58,0.275,0.75
0,MEM,0021600039,2016-10-30,112,14,26,1,88,39,31,15,26,19,11,36,24,9,2,WAS,103,38,86,0.442,5,25,0.2,22,25,0.88,8,32,19,8,4,14,23,2016-17,0,1,112.0,105.1,100.0,1.71,0.308,0.755,WAS,105.1,112.0,98.0,1.36,0.245,0.692
0,DET,0021600038,2016-10-30,98,15,14,1,88,39,20,5,20,15,16,42,23,8,4,MIL,83,34,87,0.391,4,17,0.235,11,14,0.786,10,30,22,10,4,12,16,2016-17,0,1,104.3,88.3,94.0,1.44,0.404,0.768,MIL,88.3,104.3,94.0,1.83,0.232,0.596
0,SAS,0021600037,2016-10-30,106,15,26,0,82,37,18,10,26,22,14,30,20,4,5,MIA,99,37,80,0.463,7,20,0.35,18,26,0.692,6,30,19,7,6,12,24,2016-17,0,1,112.8,103.1,94.0,1.33,0.354,0.756,MIA,103.1,112.8,96.0,1.58,0.244,0.646
0,MIL,0021600038,2016-10-30,83,12,16,0,87,34,17,4,14,11,10,30,22,10,4,DET,98,39,88,0.443,5,20,0.25,15,20,0.75,16,42,23,8,4,15,14,2016-17,1,0,88.3,104.3,94.0,1.83,0.232,0.596,DET,104.3,88.3,94.0,1.44,0.404,0.768
0,DAL,0021600041,2016-10-30,92,9,17,0,86,32,31,11,20,17,13,30,17,8,3,HOU,93,34,81,0.42,11,31,0.355,14,21,0.667,9,38,16,5,4,17,21,2016-17,1,0,98.9,98.9,93.0,1.31,0.291,0.74,HOU,98.9,98.9,94.0,0.94,0.26,0.709
0,OKC,0021600040,2016-10-30,113,19,22,1,95,45,26,9,17,14,10,35,29,15,6,LAL,96,35,87,0.402,7,32,0.219,19,24,0.792,11,30,20,15,2,21,18,2016-17,0,1,107.6,89.7,105.0,1.45,0.308,0.709,LAL,89.7,107.6,107.0,0.91,0.291,0.692
0,GSW,0021600036,2016-10-30,106,15,23,0,83,35,29,8,33,28,7,36,27,6,5,PHX,100,37,90,0.411,8,23,0.348,18,25,0.72,11,39,19,10,6,11,26,2016-17,0,1,105.0,98.0,101.0,1.69,0.226,0.722,PHX,98.0,105.0,102.0,1.58,0.278,0.774
0,HOU,0021600041,2016-10-30,93,17,21,1,81,34,31,11,21,14,9,38,16,5,4,DAL,92,32,86,0.372,11,31,0.355,17,20,0.85,13,30,17,8,3,9,17,2016-17,0,1,98.9,98.9,94.0,0.94,0.26,0.709,DAL,98.9,98.9,93.0,1.31,0.291,0.74
0,LAL,0021600040,2016-10-30,96,21,18,0,87,35,32,7,24,19,11,30,20,15,2,OKC,113,45,95,0.474,9,26,0.346,14,17,0.824,10,35,29,15,6,19,22,2016-17,1,0,89.7,107.6,107.0,0.91,0.291,0.692,OKC,107.6,89.7,105.0,1.45,0.308,0.709
0,MIA,0021600037,2016-10-30,99,12,24,1,80,37,20,7,26,18,6,30,19,7,6,SAS,106,37,82,0.451,10,18,0.556,22,26,0.846,14,30,20,4,5,15,26,2016-17,1,0,103.1,112.8,96.0,1.58,0.244,0.646,SAS,112.8,103.1,94.0,1.33,0.354,0.756
0,WAS,0021600039,2016-10-30,103,14,23,0,86,38,25,5,25,22,8,32,19,8,4,MEM,112,39,88,0.443,15,31,0.484,19,26,0.731,11,36,24,9,2,14,26,2016-17,1,0,105.1,112.0,98.0,1.36,0.245,0.692,MEM,112.0,105.1,100.0,1.71,0.308,0.755
0,UTA,0021600035,2016-10-30,75,18,22,0,73,29,19,7,13,10,7,36,18,8,2,LAC,88,34,83,0.41,6,27,0.222,14,20,0.7,14,35,17,8,4,13,14,2016-17,1,0,82.4,96.7,91.0,1.0,0.17,0.0,LAC,96.7,82.4,91.0,1.31,0.0,0.83
0,PHX,0021600036,2016-10-30,100,11,26,1,90,37,23,8,25,18,11,39,19,10,6,GSW,106,35,83,0.422,8,29,0.276,28,33,0.848,7,36,27,6,5,15,23,2016-17,1,0,98.0,105.0,102.0,1.58,0.278,0.774,GSW,105.0,98.0,101.0,1.69,0.226,0.722
0,LAC,0021600035,2016-10-30,88,13,14,1,83,34,27,6,20,14,14,35,17,8,4,UTA,75,29,73,0.397,7,19,0.368,10,13,0.769,7,36,18,8,2,18,22,2016-17,0,1,96.7,82.4,91.0,1.31,0.0,0.83,UTA,82.4,96.7,91.0,1.0,0.17,0.0
0,PHX,0021600045,2016-10-31,98,20,33,0,84,35,15,5,31,23,10,34,19,11,0,LAC,116,40,80,0.5,6,16,0.375,30,38,0.789,5,39,21,8,4,16,23,2016-17,1,0,90.7,107.4,108.0,0.9,0.241,0.818,LAC,107.4,90.7,108.0,1.31,0.182,0.759
0,ATL,0021600044,2016-10-31,106,13,20,1,79,33,30,11,47,29,17,26,24,11,6,SAC,95,36,75,0.48,10,23,0.435,13,19,0.684,6,32,26,10,6,19,34,2016-17,0,1,114.0,101.1,93.0,1.85,0.393,0.744,SAC,101.1,114.0,94.0,1.37,0.256,0.607
0,LAC,0021600045,2016-10-31,116,16,23,1,80,40,16,6,38,30,5,39,21,8,4,PHX,98,35,84,0.417,5,15,0.333,23,31,0.742,10,34,19,11,0,20,33,2016-17,0,1,107.4,90.7,108.0,1.31,0.182,0.759,PHX,90.7,107.4,108.0,0.9,0.241,0.818
0,TOR,0021600042,2016-10-31,105,7,28,1,88,41,16,4,25,19,11,32,16,7,9,DEN,102,33,81,0.407,9,22,0.409,27,35,0.771,11,35,14,2,9,8,18,2016-17,0,1,114.1,110.9,92.0,2.0,0.308,0.706,DEN,110.9,114.1,92.0,1.75,0.294,0.692
