,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,EntityId,Minutes,OffPoss,DefPoss,Points,OpponentPoints,TsPct,FG2A,FG3A,FTA,Lineup,Team Points,Team FG2M,Team FG2A,Team FG3M,Team FG3A,Team TsPct,Team FTA,Season,Team,PtsPer75,FGA,Team FGA,Season Type
657,657,657.0,657.0,Al Horford,201143,103,197,199,24,227,0.3870967741935484,16,14,2,"Jayson Tatum, Robert Williams III, Al Horford, Dennis Schroder, Marcus Smart",196,55,110,21,78,0.4875621890547263,33,2021-22,BOS,9.137055837563452,30,188,Regular Season
658,658,658.0,658.0,Dennis Schroder,203471,103,197,199,27,227,0.3552631578947368,22,15,3,"Jayson Tatum, Robert Williams III, Al Horford, Dennis Schroder, Marcus Smart",196,55,110,21,78,0.4875621890547263,33,2021-22,BOS,10.279187817258885,37,188,Regular Season
659,659,659.0,659.0,Marcus Smart,203935,103,197,199,24,227,0.3157894736842105,17,18,8,"Jayson Tatum, Robert Williams III, Al Horford, Dennis Schroder, Marcus Smart",196,55,110,21,78,0.4875621890547263,33,2021-22,BOS,9.137055837563452,35,188,Regular Season
660,660,660.0,660.0,Jaylen Brown,1627759,23,48,48,16,48,0.5714285714285714,10,3,2,"Jaylen Brown, Jayson Tatum, Derrick White, Robert Williams III, Marcus Smart",64,14,23,6,18,0.63,22,2021-22,BOS,25.0,13,41,Regular Season
661,661,661.0,661.0,Jayson Tatum,1628369,23,48,48,18,48,0.6071428571428571,5,5,10,"Jaylen Brown, Jayson Tatum, Derrick White, Robert Williams III, Marcus Smart",64,14,23,6,18,0.63,22,2021-22,BOS,28.125,10,41,Regular Season
662,662,662.0,662.0,Derrick White,1628401,23,48,48,5,48,0.4166666666666667,1,5,1,"Jaylen Brown, Jayson Tatum, Derrick White, Robert Williams III, Marcus Smart",64,14,23,6,18,0.63,22,2021-22,BOS,7.8125,6,41,Regular Season
663,663,663.0,663.0,Robert Williams III,1629057,23,48,48,10,48,1.0,5,0,1,"Jaylen Brown, Jayson Tatum, Derrick White, Robert Williams III, Marcus Smart",64,14,23,6,18,0.63,22,2021-22,BOS,15.625,5,41,Regular Season
664,664,664.0,664.0,Marcus Smart,203935,23,48,48,15,48,0.6818181818181818,2,5,8,"Jaylen Brown, Jayson Tatum, Derrick White, Robert Williams III, Marcus Smart",64,14,23,6,18,0.63,22,2021-22,BOS,23.4375,7,41,Regular Season
665,665,665.0,665.0,Josh Richardson,1626196,22,45,45,15,50,0.9375,2,5,2,"Josh Richardson, Jayson Tatum, Robert Williams III, Grant Williams, Marcus Smart",60,14,21,8,18,0.686046511627907,11,2021-22,BOS,25.0,7,39,Regular Season
666,666,666.0,666.0,Jayson Tatum,1628369,22,45,45,25,50,0.75,8,6,5,"Josh Richardson, Jayson Tatum, Robert Williams III, Grant Williams, Marcus Smart",60,14,21,8,18,0.686046511627907,11,2021-22,BOS,41.66666666666666,14,39,Regular Season
667,667,667.0,667.0,Robert Williams III,1629057,22,45,45,8,50,0.5714285714285714,7,0,1,"Josh Richardson, Jayson Tatum, Robert Williams III, Grant Williams, Marcus Smart",60,14,21,8,18,0.686046511627907,11,2021-22,BOS,13.333333333333334,7,39,Regular Season
668,668,668.0,668.0,Grant Williams,1629684,22,45,45,6,50,0.375,3,5,1,"Josh Richardson, Jayson Tatum, Robert Williams III, Grant Williams, Marcus Smart",60,14,21,8,18,0.686046511627907,11,2021-22,BOS,10.0,8,39,Regular Season
669,669,669.0,669.0,Marcus Smart,203935,22,45,45,6,50,0.75,1,2,2,"Josh Richardson, Jayson Tatum, Robert Williams III, Grant Williams, Marcus Smart",60,14,21,8,18,0.686046511627907,11,2021-22,BOS,10.0,3,39,Regular Season
670,670,670.0,670.0,Jaylen Brown,1627759,23,46,46,21,54,0.75,9,4,2,"Jaylen Brown, Jayson Tatum, Payton Pritchard, Al Horford, Marcus Smart",55,17,24,4,13,0.6547619047619048,11,2021-22,BOS,34.23913043478261,13,37,Regular Season
671,671,671.0,671.0,Jayson Tatum,1628369,23,46,46,17,54,0.6538461538461539,8,3,4,"Jaylen Brown, Jayson Tatum, Payton Pritchard, Al Horford, Marcus Smart",55,17,24,4,13,0.6547619047619048,11,2021-22,BOS,27.717391304347824,11,37,Regular Season
672,672,672.0,672.0,Payton Pritchard,1630202,23,46,46,7,54,0.5833333333333334,3,3,0,"Jaylen Brown, Jayson Tatum, Payton Pritchard, Al Horford, Marcus Smart",55,17,24,4,13,0.6547619047619048,11,2021-22,BOS,11.41304347826087,6,37,Regular Season
673,673,673.0,673.0,Al Horford,201143,23,46,46,7,54,0.875,3,1,1,"Jaylen Brown, Jayson Tatum, Payton Pritchard, Al Horford, Marcus Smart",55,17,24,4,13,0.6547619047619048,11,2021-22,BOS,11.41304347826087,4,37,Regular Season
674,674,674.0,674.0,Marcus Smart,203935,23,46,46,3,54,0.3,1,2,4,"Jaylen Brown, Jayson Tatum, Payton Pritchard, Al Horford, Marcus Smart",55,17,24,4,13,0.6547619047619048,11,2021-22,BOS,4.891304347826087,3,37,Regular Season
675,675,675.0,675.0,Josh Richardson,1626196,24,47,47,8,45,0.5714285714285714,4,1,4,"Josh Richardson, Jaylen Brown, Jayson Tatum, Al Horford, Dennis Schroder",44,13,29,2,10,0.4680851063829787,16,2021-22,BOS,12.76595744680851,5,39,Regular Season
676,676,676.0,676.0,Jaylen Brown,1627759,24,47,47,6,45,0.2727272727272727,7,4,0,"Josh Richardson, Jaylen Brown, Jayson Tatum, Al Horford, Dennis Schroder",44,13,29,2,10,0.4680851063829787,16,2021-22,BOS,9.574468085106384,11,39,Regular Season
677,677,677.0,677.0,Jayson Tatum,1628369,24,47,47,19,45,0.5277777777777778,13,2,6,"Josh Richardson, Jaylen Brown, Jayson Tatum, Al Horford, Dennis Schroder",44,13,29,2,10,0.4680851063829787,16,2021-22,BOS,30.31914893617021,15,39,Regular Season
678,678,678.0,678.0,Al Horford,201143,24,47,47,5,45,0.5,4,1,0,"Josh Richardson, Jaylen Brown, Jayson Tatum, Al Horford, Dennis Schroder",44,13,29,2,10,0.4680851063829787,16,2021-22,BOS,7.978723404255319,5,39,Regular Season
679,679,679.0,679.0,Dennis Schroder,203471,24,47,47,6,45,0.5,1,2,6,"Josh Richardson, Jaylen Brown, Jayson Tatum, Al Horford, Dennis Schroder",44,13,29,2,10,0.4680851063829787,16,2021-22,BOS,9.574468085106384,3,39,Regular Season
680,680,680.0,680.0,Jayson Tatum,1628369,38,74,80,46,89,0.8333333333333334,12,13,6,"Jayson Tatum, Derrick White, Daniel Theis, Grant Williams, Marcus Smart",109,26,38,15,33,0.7105263157894737,15,2021-22,BOS,46.62162162162162,25,71,Regular Season
681,681,681.0,681.0,Derrick White,1628401,38,74,80,20,89,1.0,6,3,3,"Jayson Tatum, Derrick White, Daniel Theis, Grant Williams, Marcus Smart",109,26,38,15,33,0.7105263157894737,15,2021-22,BOS,20.27027027027027,9,71,Regular Season
682,682,682.0,682.0,Daniel Theis,1628464,38,74,80,19,89,0.7916666666666666,9,2,3,"Jayson Tatum, Derrick White, Daniel Theis, Grant Williams, Marcus Smart",109,26,38,15,33,0.7105263157894737,15,2021-22,BOS,19.25675675675676,11,71,Regular Season
683,683,683.0,683.0,Grant Williams,1629684,38,74,80,10,89,0.5555555555555556,3,6,1,"Jayson Tatum, Derrick White, Daniel Theis, Grant Williams, Marcus Smart",109,26,38,15,33,0.7105263157894737,15,2021-22,BOS,10.135135135135137,9,71,Regular Season
684,684,684.0,684.0,Marcus Smart,203935,38,74,80,14,89,0.3888888888888889,8,9,2,"Jayson Tatum, Derrick White, Daniel Theis, Grant Williams, Marcus Smart",109,26,38,15,33,0.7105263157894737,15,2021-22,BOS,14.18918918918919,17,71,Regular Season
685,685,685.0,685.0,Jaylen Brown,1627759,35,71,69,37,77,0.6379310344827587,22,5,7,"Jaylen Brown, Derrick White, Grant Williams, Al Horford, Marcus Smart",74,23,41,7,25,0.5362318840579711,10,2021-22,BOS,39.08450704225352,27,66,Regular Season
686,686,686.0,686.0,Derrick White,1628401,35,71,69,9,77,0.4090909090909091,7,3,3,"Jaylen Brown, Derrick White, Grant Williams, Al Horford, Marcus Smart",74,23,41,7,25,0.5362318840579711,10,2021-22,BOS,9.507042253521126,10,66,Regular Season
687,687,687.0,687.0,Grant Williams,1629684,35,71,69,0,77,0.0,1,1,0,"Jaylen Brown, Derrick White, Grant Williams, Al Horford, Marcus Smart",74,23,41,7,25,0.5362318840579711,10,2021-22,BOS,0.0,2,66,Regular Season
688,688,688.0,688.0,Al Horford,201143,35,71,69,10,77,0.4545454545454545,5,6,0,"Jaylen Brown, Derrick White, Grant Williams, Al Horford, Marcus Smart",74,23,41,7,25,0.5362318840579711,10,2021-22,BOS,10.56338028169014,11,66,Regular Season
689,689,689.0,689.0,Marcus Smart,203935,35,71,69,18,77,0.5625,6,10,0,"Jaylen Brown, Derrick White, Grant Williams, Al Horford, Marcus Smart",74,23,41,7,25,0.5362318840579711,10,2021-22,BOS,19.01408450704225,16,66,Regular Season
690,690,690.0,690.0,Jaylen Brown,1627759,39,78,80,25,98,0.5208333333333334,14,10,1,"Jaylen Brown, Jayson Tatum, Robert Williams III, Romeo Langford, Marcus Smart",77,19,38,11,32,0.5273972602739726,8,2021-22,BOS,24.03846153846154,24,70,Regular Season
691,691,691.0,691.0,Jayson Tatum,1628369,39,78,80,15,98,0.375,9,10,3,"Jaylen Brown, Jayson Tatum, Robert Williams III, Romeo Langford, Marcus Smart",77,19,38,11,32,0.5273972602739726,8,2021-22,BOS,14.423076923076923,19,70,Regular Season
692,692,692.0,692.0,Robert Williams III,1629057,39,78,80,12,98,0.6666666666666666,7,0,4,"Jaylen Brown, Jayson Tatum, Robert Williams III, Romeo Langford, Marcus Smart",77,19,38,11,32,0.5273972602739726,8,2021-22,BOS,11.538461538461538,7,70,Regular Season
693,693,693.0,693.0,Romeo Langford,1629641,39,78,80,9,98,0.5625,4,4,0,"Jaylen Brown, Jayson Tatum, Robert Williams III, Romeo Langford, Marcus Smart",77,19,38,11,32,0.5273972602739726,8,2021-22,BOS,8.653846153846153,8,70,Regular Season
694,694,694.0,694.0,Marcus Smart,203935,39,78,80,16,98,0.6666666666666666,4,8,0,"Jaylen Brown, Jayson Tatum, Robert Williams III, Romeo Langford, Marcus Smart",77,19,38,11,32,0.5273972602739726,8,2021-22,BOS,15.384615384615383,12,70,Regular Season
695,695,695.0,695.0,Josh Richardson,1626196,35,67,66,20,63,0.625,9,6,3,"Josh Richardson, Jayson Tatum, Grant Williams, Enes Freedom, Dennis Schroder",77,17,33,9,24,0.5923076923076923,19,2021-22,BOS,22.388059701492537,15,57,Regular Season
696,696,696.0,696.0,Jayson Tatum,1628369,35,67,66,36,63,0.8181818181818182,11,7,10,"Josh Richardson, Jayson Tatum, Grant Williams, Enes Freedom, Dennis Schroder",77,17,33,9,24,0.5923076923076923,19,2021-22,BOS,40.298507462686565,18,57,Regular Season
697,697,697.0,697.0,Grant Williams,1629684,35,67,66,0,63,0.0,0,7,0,"Josh Richardson, Jayson Tatum, Grant Williams, Enes Freedom, Dennis Schroder",77,17,33,9,24,0.5923076923076923,19,2021-22,BOS,0.0,7,57,Regular Season
698,698,698.0,698.0,Enes Freedom,202683,35,67,66,10,63,0.8333333333333334,5,0,2,"Josh Richardson, Jayson Tatum, Grant Williams, Enes Freedom, Dennis Schroder",77,17,33,9,24,0.5923076923076923,19,2021-22,BOS,11.194029850746269,5,57,Regular Season
699,699,699.0,699.0,Dennis Schroder,203471,35,67,66,11,63,0.3928571428571428,8,4,4,"Josh Richardson, Jayson Tatum, Grant Williams, Enes Freedom, Dennis Schroder",77,17,33,9,24,0.5923076923076923,19,2021-22,BOS,12.313432835820896,12,57,Regular Season
700,700,700.0,700.0,Josh Richardson,1626196,31,67,64,19,72,0.6785714285714286,6,6,4,"Josh Richardson, Romeo Langford, Grant Williams, Al Horford, Dennis Schroder",62,17,29,6,26,0.5081967213114754,12,2021-22,BOS,21.26865671641791,12,55,Regular Season
701,701,701.0,701.0,Romeo Langford,1629641,31,67,64,4,72,0.4,5,0,0,"Josh Richardson, Romeo Langford, Grant Williams, Al Horford, Dennis Schroder",62,17,29,6,26,0.5081967213114754,12,2021-22,BOS,4.477611940298507,5,55,Regular Season
702,702,702.0,702.0,Grant Williams,1629684,31,67,64,5,72,0.3571428571428571,2,4,2,"Josh Richardson, Romeo Langford, Grant Williams, Al Horford, Dennis Schroder",62,17,29,6,26,0.5081967213114754,12,2021-22,BOS,5.597014925373134,6,55,Regular Season
703,703,703.0,703.0,Al Horford,201143,31,67,64,16,72,0.4705882352941176,5,11,2,"Josh Richardson, Romeo Langford, Grant Williams, Al Horford, Dennis Schroder",62,17,29,6,26,0.5081967213114754,12,2021-22,BOS,17.91044776119403,16,55,Regular Season
704,704,704.0,704.0,Dennis Schroder,203471,31,67,64,18,72,0.5,11,5,4,"Josh Richardson, Romeo Langford, Grant Williams, Al Horford, Dennis Schroder",62,17,29,6,26,0.5081967213114754,12,2021-22,BOS,20.149253731343283,16,55,Regular Season
705,705,705.0,705.0,Jaylen Brown,1627759,35,68,65,15,70,0.46875,11,5,1,"Jaylen Brown, Derrick White, Grant Williams, Payton Pritchard, Al Horford",85,15,30,15,34,0.6439393939393939,10,2021-22,BOS,16.544117647058822,16,64,Regular Season
706,706,706.0,706.0,Derrick White,1628401,35,68,65,11,70,0.4583333333333333,5,7,1,"Jaylen Brown, Derrick White, Grant Williams, Payton Pritchard, Al Horford",85,15,30,15,34,0.6439393939393939,10,2021-22,BOS,12.132352941176473,12,64,Regular Season
707,707,707.0,707.0,Grant Williams,1629684,35,68,65,18,70,0.9,7,2,4,"Jaylen Brown, Derrick White, Grant Williams, Payton Pritchard, Al Horford",85,15,30,15,34,0.6439393939393939,10,2021-22,BOS,19.852941176470587,9,64,Regular Season
708,708,708.0,708.0,Payton Pritchard,1630202,35,68,65,28,70,0.7777777777777778,3,15,0,"Jaylen Brown, Derrick White, Grant Williams, Payton Pritchard, Al Horford",85,15,30,15,34,0.6439393939393939,10,2021-22,BOS,30.88235294117647,18,64,Regular Season
709,709,709.0,709.0,Al Horford,201143,35,68,65,13,70,0.65,4,5,4,"Jaylen Brown, Derrick White, Grant Williams, Payton Pritchard, Al Horford",85,15,30,15,34,0.6439393939393939,10,2021-22,BOS,14.338235294117649,9,64,Regular Season
710,710,710.0,710.0,Josh Richardson,1626196,45,90,84,18,91,0.6428571428571429,3,8,6,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Marcus Smart",115,33,47,9,33,0.6117021276595744,30,2021-22,BOS,15.0,11,80,Regular Season
711,711,711.0,711.0,Jaylen Brown,1627759,45,90,84,30,91,0.5769230769230769,16,7,6,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Marcus Smart",115,33,47,9,33,0.6117021276595744,30,2021-22,BOS,25.0,23,80,Regular Season
712,712,712.0,712.0,Jayson Tatum,1628369,45,90,84,26,91,0.52,13,9,6,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Marcus Smart",115,33,47,9,33,0.6117021276595744,30,2021-22,BOS,21.666666666666668,22,80,Regular Season
713,713,713.0,713.0,Robert Williams III,1629057,45,90,84,17,91,0.85,7,1,5,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Marcus Smart",115,33,47,9,33,0.6117021276595744,30,2021-22,BOS,14.166666666666666,8,80,Regular Season
714,714,714.0,714.0,Marcus Smart,203935,45,90,84,24,91,0.631578947368421,8,8,7,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Marcus Smart",115,33,47,9,33,0.6117021276595744,30,2021-22,BOS,20.0,16,80,Regular Season
715,715,715.0,715.0,Jaylen Brown,1627759,34,72,70,24,79,0.5217391304347826,12,9,5,"Jaylen Brown, Derrick White, Daniel Theis, Grant Williams, Marcus Smart",91,16,31,14,30,0.65,19,2021-22,BOS,25.0,21,61,Regular Season
716,716,716.0,716.0,Derrick White,1628401,34,72,70,12,79,0.5,5,5,4,"Jaylen Brown, Derrick White, Daniel Theis, Grant Williams, Marcus Smart",91,16,31,14,30,0.65,19,2021-22,BOS,12.5,10,61,Regular Season
717,717,717.0,717.0,Daniel Theis,1628464,34,72,70,21,79,0.8076923076923077,8,4,2,"Jaylen Brown, Derrick White, Daniel Theis, Grant Williams, Marcus Smart",91,16,31,14,30,0.65,19,2021-22,BOS,21.875,12,61,Regular Season
718,718,718.0,718.0,Grant Williams,1629684,34,72,70,7,79,0.7,1,3,2,"Jaylen Brown, Derrick White, Daniel Theis, Grant Williams, Marcus Smart",91,16,31,14,30,0.65,19,2021-22,BOS,7.291666666666667,4,61,Regular Season
719,719,719.0,719.0,Marcus Smart,203935,34,72,70,27,79,0.7941176470588235,5,9,6,"Jaylen Brown, Derrick White, Daniel Theis, Grant Williams, Marcus Smart",91,16,31,14,30,0.65,19,2021-22,BOS,28.125,14,61,Regular Season
720,720,720.0,720.0,Jayson Tatum,1628369,32,65,66,24,80,0.396551724137931,17,10,7,"Jayson Tatum, Derrick White, Robert Williams III, Grant Williams, Marcus Smart",59,15,36,5,17,0.4915254237288136,15,2021-22,BOS,27.692307692307693,27,53,Regular Season
721,721,721.0,721.0,Derrick White,1628401,32,65,66,6,80,0.4285714285714285,3,4,0,"Jayson Tatum, Derrick White, Robert Williams III, Grant Williams, Marcus Smart",59,15,36,5,17,0.4915254237288136,15,2021-22,BOS,6.923076923076923,7,53,Regular Season
722,722,722.0,722.0,Robert Williams III,1629057,32,65,66,8,80,0.6666666666666666,5,0,2,"Jayson Tatum, Derrick White, Robert Williams III, Grant Williams, Marcus Smart",59,15,36,5,17,0.4915254237288136,15,2021-22,BOS,9.23076923076923,5,53,Regular Season
723,723,723.0,723.0,Grant Williams,1629684,32,65,66,8,80,0.6666666666666666,5,0,2,"Jayson Tatum, Derrick White, Robert Williams III, Grant Williams, Marcus Smart",59,15,36,5,17,0.4915254237288136,15,2021-22,BOS,9.23076923076923,5,53,Regular Season
724,724,724.0,724.0,Marcus Smart,203935,32,65,66,13,80,0.5909090909090909,6,3,4,"Jayson Tatum, Derrick White, Robert Williams III, Grant Williams, Marcus Smart",59,15,36,5,17,0.4915254237288136,15,2021-22,BOS,15.0,9,53,Regular Season
725,725,725.0,725.0,Josh Richardson,1626196,40,85,85,10,87,0.3846153846153846,6,6,2,"Josh Richardson, Jaylen Brown, Robert Williams III, Grant Williams, Marcus Smart",90,26,41,6,23,0.6081081081081081,21,2021-22,BOS,8.823529411764707,12,64,Regular Season
726,726,726.0,726.0,Jaylen Brown,1627759,40,85,85,29,87,0.58,16,7,5,"Josh Richardson, Jaylen Brown, Robert Williams III, Grant Williams, Marcus Smart",90,26,41,6,23,0.6081081081081081,21,2021-22,BOS,25.58823529411765,23,64,Regular Season
727,727,727.0,727.0,Robert Williams III,1629057,40,85,85,14,87,0.875,6,0,4,"Josh Richardson, Jaylen Brown, Robert Williams III, Grant Williams, Marcus Smart",90,26,41,6,23,0.6081081081081081,21,2021-22,BOS,12.352941176470589,6,64,Regular Season
728,728,728.0,728.0,Grant Williams,1629684,40,85,85,16,87,0.8,5,4,2,"Josh Richardson, Jaylen Brown, Robert Williams III, Grant Williams, Marcus Smart",90,26,41,6,23,0.6081081081081081,21,2021-22,BOS,14.117647058823527,9,64,Regular Season
729,729,729.0,729.0,Marcus Smart,203935,40,85,85,21,87,0.5833333333333334,8,6,8,"Josh Richardson, Jaylen Brown, Robert Williams III, Grant Williams, Marcus Smart",90,26,41,6,23,0.6081081081081081,21,2021-22,BOS,18.529411764705884,14,64,Regular Season
730,730,730.0,730.0,Jaylen Brown,1627759,43,87,90,26,117,0.5,19,5,4,"Jaylen Brown, Derrick White, Robert Williams III, Grant Williams, Marcus Smart",100,32,53,7,29,0.5555555555555556,19,2021-22,BOS,22.41379310344828,24,82,Regular Season
731,731,731.0,731.0,Derrick White,1628401,43,87,90,20,117,0.5,8,10,4,"Jaylen Brown, Derrick White, Robert Williams III, Grant Williams, Marcus Smart",100,32,53,7,29,0.5555555555555556,19,2021-22,BOS,17.24137931034483,18,82,Regular Season
732,732,732.0,732.0,Robert Williams III,1629057,43,87,90,17,117,0.6538461538461539,12,0,2,"Jaylen Brown, Derrick White, Robert Williams III, Grant Williams, Marcus Smart",100,32,53,7,29,0.5555555555555556,19,2021-22,BOS,14.655172413793103,12,82,Regular Season
733,733,733.0,733.0,Grant Williams,1629684,43,87,90,21,117,0.5833333333333334,5,10,7,"Jaylen Brown, Derrick White, Robert Williams III, Grant Williams, Marcus Smart",100,32,53,7,29,0.5555555555555556,19,2021-22,BOS,18.103448275862068,15,82,Regular Season
734,734,734.0,734.0,Marcus Smart,203935,43,87,90,16,117,0.6153846153846154,9,4,2,"Jaylen Brown, Derrick White, Robert Williams III, Grant Williams, Marcus Smart",100,32,53,7,29,0.5555555555555556,19,2021-22,BOS,13.79310344827586,13,82,Regular Season
735,735,735.0,735.0,Jaylen Brown,1627759,109,230,227,79,230,0.626984126984127,35,24,9,"Jaylen Brown, Jayson Tatum, Robert Williams III, Grant Williams, Marcus Smart",298,75,121,39,91,0.6592920353982301,36,2021-22,BOS,25.76086956521739,59,212,Regular Season
736,736,736.0,736.0,Jayson Tatum,1628369,109,230,227,91,230,0.6791044776119403,33,27,19,"Jaylen Brown, Jayson Tatum, Robert Williams III, Grant Williams, Marcus Smart",298,75,121,39,91,0.6592920353982301,36,2021-22,BOS,29.67391304347826,60,212,Regular Season
737,737,737.0,737.0,Robert Williams III,1629057,109,230,227,54,230,0.84375,30,0,6,"Jaylen Brown, Jayson Tatum, Robert Williams III, Grant Williams, Marcus Smart",298,75,121,39,91,0.6592920353982301,36,2021-22,BOS,17.608695652173914,30,212,Regular Season
738,738,738.0,738.0,Grant Williams,1629684,109,230,227,33,230,0.6346153846153846,10,16,0,"Jaylen Brown, Jayson Tatum, Robert Williams III, Grant Williams, Marcus Smart",298,75,121,39,91,0.6592920353982301,36,2021-22,BOS,10.76086956521739,26,212,Regular Season
739,739,739.0,739.0,Marcus Smart,203935,109,230,227,41,230,0.5394736842105263,13,24,2,"Jaylen Brown, Jayson Tatum, Robert Williams III, Grant Williams, Marcus Smart",298,75,121,39,91,0.6592920353982301,36,2021-22,BOS,13.369565217391305,37,212,Regular Season
740,740,740.0,740.0,Josh Richardson,1626196,27,54,52,5,53,0.5,1,4,0,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Dennis Schroder",59,13,24,5,18,0.5784313725490197,22,2021-22,BOS,6.944444444444445,5,42,Regular Season
741,741,741.0,741.0,Jaylen Brown,1627759,27,54,52,18,53,0.6,5,8,4,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Dennis Schroder",59,13,24,5,18,0.5784313725490197,22,2021-22,BOS,25.0,13,42,Regular Season
742,742,742.0,742.0,Jayson Tatum,1628369,27,54,52,14,53,0.4666666666666667,8,4,7,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Dennis Schroder",59,13,24,5,18,0.5784313725490197,22,2021-22,BOS,19.444444444444443,12,42,Regular Season
743,743,743.0,743.0,Robert Williams III,1629057,27,54,52,10,53,0.7142857142857143,5,0,4,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Dennis Schroder",59,13,24,5,18,0.5784313725490197,22,2021-22,BOS,13.88888888888889,5,42,Regular Season
744,744,744.0,744.0,Dennis Schroder,203471,27,54,52,12,53,0.6666666666666666,5,2,7,"Josh Richardson, Jaylen Brown, Jayson Tatum, Robert Williams III, Dennis Schroder",59,13,24,5,18,0.5784313725490197,22,2021-22,BOS,16.666666666666668,7,42,Regular Season
745,745,745.0,745.0,Jaylen Brown,1627759,38,79,78,20,82,0.3846153846153846,11,10,10,"Jaylen Brown, Jayson Tatum, Al Horford, Dennis Schroder, Marcus Smart",68,19,48,4,26,0.3988095238095238,22,2021-22,BOS,18.9873417721519,21,74,Regular Season
746,746,746.0,746.0,Jayson Tatum,1628369,38,79,78,15,82,0.3333333333333333,14,4,7,"Jaylen Brown, Jayson Tatum, Al Horford, Dennis Schroder, Marcus Smart",68,19,48,4,26,0.3988095238095238,22,2021-22,BOS,14.240506329113924,18,74,Regular Season
747,747,747.0,747.0,Al Horford,201143,38,79,78,8,82,0.4,8,2,0,"Jaylen Brown, Jayson Tatum, Al Horford, Dennis Schroder, Marcus Smart",68,19,48,4,26,0.3988095238095238,22,2021-22,BOS,7.594936708860759,10,74,Regular Season
748,748,748.0,748.0,Dennis Schroder,203471,38,79,78,15,82,0.5357142857142857,7,6,3,"Jaylen Brown, Jayson Tatum, Al Horford, Dennis Schroder, Marcus Smart",68,19,48,4,26,0.3988095238095238,22,2021-22,BOS,14.240506329113924,13,74,Regular Season
749,749,749.0,749.0,Marcus Smart,203935,38,79,78,10,82,0.3846153846153846,8,4,2,"Jaylen Brown, Jayson Tatum, Al Horford, Dennis Schroder, Marcus Smart",68,19,48,4,26,0.3988095238095238,22,2021-22,BOS,9.49367088607595,12,74,Regular Season
750,750,750.0,750.0,Josh Richardson,1626196,23,43,42,14,46,1.0,2,5,0,"Josh Richardson, Jayson Tatum, Aaron Nesmith, Payton Pritchard, Enes Freedom",57,12,23,7,19,0.6195652173913043,13,2021-22,BOS,24.41860465116279,7,42,Regular Season
751,751,751.0,751.0,Jayson Tatum,1628369,23,43,42,24,46,0.7058823529411765,8,5,12,"Josh Richardson, Jayson Tatum, Aaron Nesmith, Payton Pritchard, Enes Freedom",57,12,23,7,19,0.6195652173913043,13,2021-22,BOS,41.86046511627907,13,42,Regular Season
752,752,752.0,752.0,Aaron Nesmith,1630174,23,43,42,6,46,0.375,3,5,1,"Josh Richardson, Jayson Tatum, Aaron Nesmith, Payton Pritchard, Enes Freedom",57,12,23,7,19,0.6195652173913043,13,2021-22,BOS,10.465116279069768,8,42,Regular Season
753,753,753.0,753.0,Payton Pritchard,1630202,23,43,42,7,46,0.5,3,4,0,"Josh Richardson, Jayson Tatum, Aaron Nesmith, Payton Pritchard, Enes Freedom",57,12,23,7,19,0.6195652173913043,13,2021-22,BOS,12.209302325581396,7,42,Regular Season
754,754,754.0,754.0,Enes Freedom,202683,23,43,42,6,46,0.4285714285714285,7,0,0,"Josh Richardson, Jayson Tatum, Aaron Nesmith, Payton Pritchard, Enes Freedom",57,12,23,7,19,0.6195652173913043,13,2021-22,BOS,10.465116279069768,7,42,Regular Season
755,755,755.0,755.0,Jaylen Brown,1627759,67,136,135,52,166,0.6891891891891891,21,12,12,"Jaylen Brown, Jayson Tatum, Derrick White, Grant Williams, Al Horford",184,48,68,18,47,0.7038461538461539,39,2021-22,BOS,28.676470588235293,33,115,Regular Season
756,756,756.0,756.0,Jayson Tatum,1628369,67,136,135,40,166,0.6060606060606061,18,11,8,"Jaylen Brown, Jayson Tatum, Derrick White, Grant Williams, Al Horford",184,48,68,18,47,0.7038461538461539,39,2021-22,BOS,22.058823529411764,29,115,Regular Season
757,757,757.0,757.0,Derrick White,1628401,67,136,135,32,166,0.6153846153846154,15,8,8,"Jaylen Brown, Jayson Tatum, Derrick White, Grant Williams, Al Horford",184,48,68,18,47,0.7038461538461539,39,2021-22,BOS,17.647058823529413,23,115,Regular Season
758,758,758.0,758.0,Grant Williams,1629684,67,136,135,32,166,0.8,9,9,7,"Jaylen Brown, Jayson Tatum, Derrick White, Grant Williams, Al Horford",184,48,68,18,47,0.7038461538461539,39,2021-22,BOS,17.647058823529413,18,115,Regular Season
759,759,759.0,759.0,Al Horford,201143,67,136,135,28,166,1.0,5,7,4,"Jaylen Brown, Jayson Tatum, Derrick White, Grant Williams, Al Horford",184,48,68,18,47,0.7038461538461539,39,2021-22,BOS,15.441176470588236,12,115,Regular Season
