,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,EntityId,Minutes,OffPoss,DefPoss,Points,OpponentPoints,TsPct,FG2A,FG3A,FTA,Lineup,Team Points,Team FG2M,Team FG2A,Team FG3M,Team FG3A,Team TsPct,Team FTA,Season,Team,PtsPer75,FGA,Team FGA,Season Type
0,0,0.0,0.0,Terry Rozier,1626179,34,59,62,23,74,0.6388888888888888,10,7,2,"Terry Rozier, Jayson Tatum, Semi Ojeleye, Daniel Theis, Marcus Smart",66,17,33,7,23,0.532258064516129,13,2017-18,BOS,29.23728813559322,17,56,Regular Season
1,1,1.0,1.0,Jayson Tatum,1628369,34,59,62,14,74,0.7,4,3,6,"Terry Rozier, Jayson Tatum, Semi Ojeleye, Daniel Theis, Marcus Smart",66,17,33,7,23,0.532258064516129,13,2017-18,BOS,17.796610169491526,7,56,Regular Season
2,2,2.0,2.0,Semi Ojeleye,1628400,34,59,62,6,74,0.375,3,5,0,"Terry Rozier, Jayson Tatum, Semi Ojeleye, Daniel Theis, Marcus Smart",66,17,33,7,23,0.532258064516129,13,2017-18,BOS,7.627118644067797,8,56,Regular Season
3,3,3.0,3.0,Daniel Theis,1628464,34,59,62,8,74,0.4,9,1,0,"Terry Rozier, Jayson Tatum, Semi Ojeleye, Daniel Theis, Marcus Smart",66,17,33,7,23,0.532258064516129,13,2017-18,BOS,10.169491525423728,10,56,Regular Season
4,4,4.0,4.0,Marcus Smart,203935,34,59,62,15,74,0.46875,7,7,5,"Terry Rozier, Jayson Tatum, Semi Ojeleye, Daniel Theis, Marcus Smart",66,17,33,7,23,0.532258064516129,13,2017-18,BOS,19.06779661016949,14,56,Regular Season
5,5,5.0,5.0,Terry Rozier,1626179,25,50,45,5,57,0.4166666666666667,5,0,2,"Terry Rozier, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Morris",66,15,29,5,10,0.66,24,2017-18,BOS,7.5,5,39,Regular Season
6,6,6.0,6.0,Jayson Tatum,1628369,25,50,45,15,57,0.75,5,3,5,"Terry Rozier, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Morris",66,15,29,5,10,0.66,24,2017-18,BOS,22.5,8,39,Regular Season
7,7,7.0,7.0,Al Horford,201143,25,50,45,10,57,0.625,5,3,0,"Terry Rozier, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Morris",66,15,29,5,10,0.66,24,2017-18,BOS,15.0,8,39,Regular Season
8,8,8.0,8.0,Kyrie Irving,202681,25,50,45,28,57,0.7368421052631579,10,2,15,"Terry Rozier, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Morris",66,15,29,5,10,0.66,24,2017-18,BOS,42.0,12,39,Regular Season
9,9,9.0,9.0,Marcus Morris,202694,25,50,45,8,57,0.5714285714285714,4,2,2,"Terry Rozier, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Morris",66,15,29,5,10,0.66,24,2017-18,BOS,12.0,6,39,Regular Season
10,10,10.0,10.0,Terry Rozier,1626179,21,43,40,9,53,0.75,3,3,0,"Terry Rozier, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",41,10,29,5,12,0.4659090909090909,6,2017-18,BOS,15.69767441860465,6,41,Regular Season
11,11,11.0,11.0,Al Horford,201143,21,43,40,14,53,0.5384615384615384,9,2,4,"Terry Rozier, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",41,10,29,5,12,0.4659090909090909,6,2017-18,BOS,24.41860465116279,11,41,Regular Season
12,12,12.0,12.0,Kyrie Irving,202681,21,43,40,4,53,0.2,8,1,2,"Terry Rozier, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",41,10,29,5,12,0.4659090909090909,6,2017-18,BOS,6.976744186046512,9,41,Regular Season
13,13,13.0,13.0,Marcus Morris,202694,21,43,40,9,53,0.5,5,4,0,"Terry Rozier, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",41,10,29,5,12,0.4659090909090909,6,2017-18,BOS,15.69767441860465,9,41,Regular Season
14,14,14.0,14.0,Marcus Smart,203935,21,43,40,5,53,0.4166666666666667,4,2,0,"Terry Rozier, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",41,10,29,5,12,0.4659090909090909,6,2017-18,BOS,8.720930232558139,6,41,Regular Season
15,15,15.0,15.0,Terry Rozier,1626179,30,59,58,15,54,0.625,3,6,6,"Terry Rozier, Jayson Tatum, Semi Ojeleye, Daniel Theis, Shane Larkin",67,12,29,8,18,0.5877192982456141,23,2017-18,BOS,19.06779661016949,9,47,Regular Season
16,16,16.0,16.0,Jayson Tatum,1628369,30,59,58,23,54,0.6388888888888888,12,3,6,"Terry Rozier, Jayson Tatum, Semi Ojeleye, Daniel Theis, Shane Larkin",67,12,29,8,18,0.5877192982456141,23,2017-18,BOS,29.23728813559322,15,47,Regular Season
17,17,17.0,17.0,Semi Ojeleye,1628400,30,59,58,7,54,0.7,2,3,1,"Terry Rozier, Jayson Tatum, Semi Ojeleye, Daniel Theis, Shane Larkin",67,12,29,8,18,0.5877192982456141,23,2017-18,BOS,8.898305084745763,5,47,Regular Season
18,18,18.0,18.0,Daniel Theis,1628464,30,59,58,13,54,0.7222222222222222,6,1,6,"Terry Rozier, Jayson Tatum, Semi Ojeleye, Daniel Theis, Shane Larkin",67,12,29,8,18,0.5877192982456141,23,2017-18,BOS,16.52542372881356,7,47,Regular Season
19,19,19.0,19.0,Shane Larkin,203499,30,59,58,9,54,0.3461538461538461,6,5,4,"Terry Rozier, Jayson Tatum, Semi Ojeleye, Daniel Theis, Shane Larkin",67,12,29,8,18,0.5877192982456141,23,2017-18,BOS,11.440677966101696,11,47,Regular Season
20,20,20.0,20.0,Jaylen Brown,1627759,20,39,40,11,54,0.6875,4,3,2,"Jaylen Brown, Daniel Theis, Al Horford, Kyrie Irving, Marcus Smart",50,11,20,6,15,0.625,11,2017-18,BOS,21.15384615384616,7,35,Regular Season
21,21,21.0,21.0,Daniel Theis,1628464,20,39,40,10,54,0.8333333333333334,3,2,2,"Jaylen Brown, Daniel Theis, Al Horford, Kyrie Irving, Marcus Smart",50,11,20,6,15,0.625,11,2017-18,BOS,19.23076923076923,5,35,Regular Season
22,22,22.0,22.0,Al Horford,201143,20,39,40,5,54,0.5,1,3,2,"Jaylen Brown, Daniel Theis, Al Horford, Kyrie Irving, Marcus Smart",50,11,20,6,15,0.625,11,2017-18,BOS,9.615384615384617,4,35,Regular Season
23,23,23.0,23.0,Kyrie Irving,202681,20,39,40,20,54,0.5882352941176471,10,5,5,"Jaylen Brown, Daniel Theis, Al Horford, Kyrie Irving, Marcus Smart",50,11,20,6,15,0.625,11,2017-18,BOS,38.46153846153846,15,35,Regular Season
24,24,24.0,24.0,Marcus Smart,203935,20,39,40,4,54,0.5,2,2,0,"Jaylen Brown, Daniel Theis, Al Horford, Kyrie Irving, Marcus Smart",50,11,20,6,15,0.625,11,2017-18,BOS,7.6923076923076925,4,35,Regular Season
25,25,25.0,25.0,Jaylen Brown,1627759,51,100,102,28,82,0.9333333333333332,8,6,4,"Jaylen Brown, Al Horford, Kyrie Irving, Aron Baynes, Marcus Smart",118,27,58,18,35,0.6020408163265306,12,2017-18,BOS,21.0,14,93,Regular Season
26,26,26.0,26.0,Al Horford,201143,51,100,102,22,82,0.6875,6,10,0,"Jaylen Brown, Al Horford, Kyrie Irving, Aron Baynes, Marcus Smart",118,27,58,18,35,0.6020408163265306,12,2017-18,BOS,16.5,16,93,Regular Season
27,27,27.0,27.0,Kyrie Irving,202681,51,100,102,40,82,0.5555555555555556,24,11,2,"Jaylen Brown, Al Horford, Kyrie Irving, Aron Baynes, Marcus Smart",118,27,58,18,35,0.6020408163265306,12,2017-18,BOS,30.0,35,93,Regular Season
28,28,28.0,28.0,Aron Baynes,203382,51,100,102,14,82,0.3888888888888889,16,1,2,"Jaylen Brown, Al Horford, Kyrie Irving, Aron Baynes, Marcus Smart",118,27,58,18,35,0.6020408163265306,12,2017-18,BOS,10.5,17,93,Regular Season
29,29,29.0,29.0,Marcus Smart,203935,51,100,102,14,82,0.5384615384615384,4,7,4,"Jaylen Brown, Al Horford, Kyrie Irving, Aron Baynes, Marcus Smart",118,27,58,18,35,0.6020408163265306,12,2017-18,BOS,10.5,11,93,Regular Season
30,30,30.0,30.0,Jaylen Brown,1627759,41,87,88,32,87,0.6153846153846154,14,11,2,"Jaylen Brown, Semi Ojeleye, Al Horford, Kyrie Irving, Marcus Smart",109,27,45,14,34,0.6337209302325582,15,2017-18,BOS,27.58620689655172,25,79,Regular Season
31,31,31.0,31.0,Semi Ojeleye,1628400,41,87,88,12,87,0.5,2,9,2,"Jaylen Brown, Semi Ojeleye, Al Horford, Kyrie Irving, Marcus Smart",109,27,45,14,34,0.6337209302325582,15,2017-18,BOS,10.344827586206897,11,79,Regular Season
32,32,32.0,32.0,Al Horford,201143,41,87,88,22,87,0.9166666666666666,7,4,2,"Jaylen Brown, Semi Ojeleye, Al Horford, Kyrie Irving, Marcus Smart",109,27,45,14,34,0.6337209302325582,15,2017-18,BOS,18.96551724137931,11,79,Regular Season
33,33,33.0,33.0,Kyrie Irving,202681,41,87,88,39,87,0.6724137931034483,16,9,9,"Jaylen Brown, Semi Ojeleye, Al Horford, Kyrie Irving, Marcus Smart",109,27,45,14,34,0.6337209302325582,15,2017-18,BOS,33.62068965517241,25,79,Regular Season
34,34,34.0,34.0,Marcus Smart,203935,41,87,88,4,87,0.2857142857142857,6,1,0,"Jaylen Brown, Semi Ojeleye, Al Horford, Kyrie Irving, Marcus Smart",109,27,45,14,34,0.6337209302325582,15,2017-18,BOS,3.4482758620689653,7,79,Regular Season
35,35,35.0,35.0,Jaylen Brown,1627759,36,69,71,8,73,0.4,6,2,4,"Jaylen Brown, Jayson Tatum, Kyrie Irving, Marcus Morris, Aron Baynes",75,25,46,6,24,0.5067567567567568,9,2017-18,BOS,8.695652173913043,8,70,Regular Season
36,36,36.0,36.0,Jayson Tatum,1628369,36,69,71,13,73,0.5416666666666666,9,3,0,"Jaylen Brown, Jayson Tatum, Kyrie Irving, Marcus Morris, Aron Baynes",75,25,46,6,24,0.5067567567567568,9,2017-18,BOS,14.130434782608695,12,70,Regular Season
37,37,37.0,37.0,Kyrie Irving,202681,36,69,71,23,73,0.5227272727272727,9,11,5,"Jaylen Brown, Jayson Tatum, Kyrie Irving, Marcus Morris, Aron Baynes",75,25,46,6,24,0.5067567567567568,9,2017-18,BOS,25.0,20,70,Regular Season
38,38,38.0,38.0,Marcus Morris,202694,36,69,71,17,73,0.53125,8,8,0,"Jaylen Brown, Jayson Tatum, Kyrie Irving, Marcus Morris, Aron Baynes",75,25,46,6,24,0.5067567567567568,9,2017-18,BOS,18.47826086956522,16,70,Regular Season
39,39,39.0,39.0,Aron Baynes,203382,36,69,71,14,73,0.5,14,0,0,"Jaylen Brown, Jayson Tatum, Kyrie Irving, Marcus Morris, Aron Baynes",75,25,46,6,24,0.5067567567567568,9,2017-18,BOS,15.217391304347826,14,70,Regular Season
40,40,40.0,40.0,Terry Rozier,1626179,38,76,80,9,93,0.28125,4,11,2,"Terry Rozier, Jayson Tatum, Daniel Theis, Marcus Morris, Marcus Smart",64,14,32,7,28,0.463768115942029,20,2017-18,BOS,8.881578947368421,15,60,Regular Season
41,41,41.0,41.0,Jayson Tatum,1628369,38,76,80,10,93,0.4166666666666667,7,2,7,"Terry Rozier, Jayson Tatum, Daniel Theis, Marcus Morris, Marcus Smart",64,14,32,7,28,0.463768115942029,20,2017-18,BOS,9.86842105263158,9,60,Regular Season
42,42,42.0,42.0,Daniel Theis,1628464,38,76,80,10,93,0.625,6,1,2,"Terry Rozier, Jayson Tatum, Daniel Theis, Marcus Morris, Marcus Smart",64,14,32,7,28,0.463768115942029,20,2017-18,BOS,9.86842105263158,7,60,Regular Season
43,43,43.0,43.0,Marcus Morris,202694,38,76,80,17,93,0.53125,8,6,5,"Terry Rozier, Jayson Tatum, Daniel Theis, Marcus Morris, Marcus Smart",64,14,32,7,28,0.463768115942029,20,2017-18,BOS,16.776315789473685,14,60,Regular Season
44,44,44.0,44.0,Marcus Smart,203935,38,76,80,18,93,0.5294117647058824,7,8,4,"Terry Rozier, Jayson Tatum, Daniel Theis, Marcus Morris, Marcus Smart",64,14,32,7,28,0.463768115942029,20,2017-18,BOS,17.763157894736842,15,60,Regular Season
45,45,45.0,45.0,Jaylen Brown,1627759,26,52,52,14,64,0.5833333333333334,3,7,5,"Jaylen Brown, Jayson Tatum, Kyrie Irving, Aron Baynes, Marcus Smart",66,16,30,6,15,0.625,18,2017-18,BOS,20.192307692307693,10,45,Regular Season
46,46,46.0,46.0,Jayson Tatum,1628369,26,52,52,9,64,0.5,7,1,2,"Jaylen Brown, Jayson Tatum, Kyrie Irving, Aron Baynes, Marcus Smart",66,16,30,6,15,0.625,18,2017-18,BOS,12.98076923076923,8,45,Regular Season
47,47,47.0,47.0,Kyrie Irving,202681,26,52,52,19,64,0.75,7,3,5,"Jaylen Brown, Jayson Tatum, Kyrie Irving, Aron Baynes, Marcus Smart",66,16,30,6,15,0.625,18,2017-18,BOS,27.40384615384616,10,45,Regular Season
48,48,48.0,48.0,Aron Baynes,203382,26,52,52,17,64,0.7727272727272727,10,0,3,"Jaylen Brown, Jayson Tatum, Kyrie Irving, Aron Baynes, Marcus Smart",66,16,30,6,15,0.625,18,2017-18,BOS,24.51923076923077,10,45,Regular Season
49,49,49.0,49.0,Marcus Smart,203935,26,52,52,7,64,0.4375,3,4,3,"Jaylen Brown, Jayson Tatum, Kyrie Irving, Aron Baynes, Marcus Smart",66,16,30,6,15,0.625,18,2017-18,BOS,10.096153846153848,7,45,Regular Season
50,50,50.0,50.0,Jayson Tatum,1628369,71,135,136,26,143,0.5416666666666666,13,8,7,"Jayson Tatum, Al Horford, Kyrie Irving, Aron Baynes, Marcus Smart",135,37,83,17,42,0.5192307692307693,11,2017-18,BOS,14.444444444444445,21,125,Regular Season
51,51,51.0,51.0,Al Horford,201143,71,135,136,38,143,0.6333333333333333,22,8,0,"Jayson Tatum, Al Horford, Kyrie Irving, Aron Baynes, Marcus Smart",135,37,83,17,42,0.5192307692307693,11,2017-18,BOS,21.11111111111111,30,125,Regular Season
52,52,52.0,52.0,Kyrie Irving,202681,71,135,136,46,143,0.5897435897435898,23,16,0,"Jayson Tatum, Al Horford, Kyrie Irving, Aron Baynes, Marcus Smart",135,37,83,17,42,0.5192307692307693,11,2017-18,BOS,25.55555555555556,39,125,Regular Season
53,53,53.0,53.0,Aron Baynes,203382,71,135,136,18,143,0.4285714285714285,18,1,4,"Jayson Tatum, Al Horford, Kyrie Irving, Aron Baynes, Marcus Smart",135,37,83,17,42,0.5192307692307693,11,2017-18,BOS,10.0,19,125,Regular Season
54,54,54.0,54.0,Marcus Smart,203935,71,135,136,7,143,0.21875,7,9,0,"Jayson Tatum, Al Horford, Kyrie Irving, Aron Baynes, Marcus Smart",135,37,83,17,42,0.5192307692307693,11,2017-18,BOS,3.888888888888889,16,125,Regular Season
55,55,55.0,55.0,Terry Rozier,1626179,22,45,47,5,39,0.3571428571428571,3,4,0,"Terry Rozier, Jaylen Brown, Al Horford, Kyrie Irving, Aron Baynes",26,7,23,3,17,0.3095238095238095,5,2017-18,BOS,8.333333333333334,7,40,Regular Season
56,56,56.0,56.0,Jaylen Brown,1627759,22,45,47,12,39,0.4,9,6,1,"Terry Rozier, Jaylen Brown, Al Horford, Kyrie Irving, Aron Baynes",26,7,23,3,17,0.3095238095238095,5,2017-18,BOS,20.0,15,40,Regular Season
57,57,57.0,57.0,Al Horford,201143,22,45,47,4,39,0.4,2,2,2,"Terry Rozier, Jaylen Brown, Al Horford, Kyrie Irving, Aron Baynes",26,7,23,3,17,0.3095238095238095,5,2017-18,BOS,6.666666666666667,4,40,Regular Season
58,58,58.0,58.0,Kyrie Irving,202681,22,45,47,0,39,0.0,2,5,0,"Terry Rozier, Jaylen Brown, Al Horford, Kyrie Irving, Aron Baynes",26,7,23,3,17,0.3095238095238095,5,2017-18,BOS,0.0,7,40,Regular Season
59,59,59.0,59.0,Aron Baynes,203382,22,45,47,5,39,0.3125,7,0,2,"Terry Rozier, Jaylen Brown, Al Horford, Kyrie Irving, Aron Baynes",26,7,23,3,17,0.3095238095238095,5,2017-18,BOS,8.333333333333334,7,40,Regular Season
60,60,60.0,60.0,Jaylen Brown,1627759,76,153,157,40,151,0.4651162790697674,22,17,9,"Jaylen Brown, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",188,46,85,26,68,0.5771604938271605,24,2017-18,BOS,19.607843137254903,39,153,Regular Season
61,61,61.0,61.0,Al Horford,201143,76,153,157,34,151,0.6071428571428571,19,9,0,"Jaylen Brown, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",188,46,85,26,68,0.5771604938271605,24,2017-18,BOS,16.666666666666668,28,153,Regular Season
62,62,62.0,62.0,Kyrie Irving,202681,76,153,157,67,151,0.7333333333333333,23,19,10,"Jaylen Brown, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",188,46,85,26,68,0.5771604938271605,24,2017-18,BOS,32.84313725490196,42,153,Regular Season
63,63,63.0,63.0,Marcus Morris,202694,76,153,157,30,151,0.46875,15,16,3,"Jaylen Brown, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",188,46,85,26,68,0.5771604938271605,24,2017-18,BOS,14.705882352941176,31,153,Regular Season
64,64,64.0,64.0,Marcus Smart,203935,76,153,157,17,151,0.6071428571428571,6,7,2,"Jaylen Brown, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",188,46,85,26,68,0.5771604938271605,24,2017-18,BOS,8.333333333333334,13,153,Regular Season
65,65,65.0,65.0,Terry Rozier,1626179,41,95,88,17,89,0.53125,8,7,4,"Terry Rozier, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Smart",106,27,43,12,35,0.5888888888888889,28,2017-18,BOS,13.421052631578949,15,78,Regular Season
66,66,66.0,66.0,Jayson Tatum,1628369,41,95,88,26,89,1.0,7,4,5,"Terry Rozier, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Smart",106,27,43,12,35,0.5888888888888889,28,2017-18,BOS,20.526315789473685,11,78,Regular Season
67,67,67.0,67.0,Al Horford,201143,41,95,88,8,89,0.3333333333333333,7,3,4,"Terry Rozier, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Smart",106,27,43,12,35,0.5888888888888889,28,2017-18,BOS,6.315789473684211,10,78,Regular Season
68,68,68.0,68.0,Kyrie Irving,202681,41,95,88,37,89,0.578125,14,15,7,"Terry Rozier, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Smart",106,27,43,12,35,0.5888888888888889,28,2017-18,BOS,29.21052631578948,29,78,Regular Season
69,69,69.0,69.0,Marcus Smart,203935,41,95,88,18,89,0.5294117647058824,7,6,8,"Terry Rozier, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Smart",106,27,43,12,35,0.5888888888888889,28,2017-18,BOS,14.210526315789474,13,78,Regular Season
70,70,70.0,70.0,Jaylen Brown,1627759,21,45,43,8,50,0.5,5,2,2,"Jaylen Brown, Kyrie Irving, Marcus Morris, Aron Baynes, Marcus Smart",53,14,29,5,16,0.52,13,2017-18,BOS,13.333333333333334,7,45,Regular Season
71,71,71.0,71.0,Kyrie Irving,202681,21,45,43,7,50,0.3,4,4,5,"Jaylen Brown, Kyrie Irving, Marcus Morris, Aron Baynes, Marcus Smart",53,14,29,5,16,0.52,13,2017-18,BOS,11.666666666666666,8,45,Regular Season
72,72,72.0,72.0,Marcus Morris,202694,21,45,43,12,50,0.6,3,6,2,"Jaylen Brown, Kyrie Irving, Marcus Morris, Aron Baynes, Marcus Smart",53,14,29,5,16,0.52,13,2017-18,BOS,20.0,9,45,Regular Season
73,73,73.0,73.0,Aron Baynes,203382,21,45,43,17,50,0.85,9,0,4,"Jaylen Brown, Kyrie Irving, Marcus Morris, Aron Baynes, Marcus Smart",53,14,29,5,16,0.52,13,2017-18,BOS,28.33333333333333,9,45,Regular Season
74,74,74.0,74.0,Marcus Smart,203935,21,45,43,9,50,0.375,8,4,0,"Jaylen Brown, Kyrie Irving, Marcus Morris, Aron Baynes, Marcus Smart",53,14,29,5,16,0.52,13,2017-18,BOS,15.0,12,45,Regular Season
75,75,75.0,75.0,Jaylen Brown,1627759,151,321,310,61,345,0.5545454545454546,28,23,9,"Jaylen Brown, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Smart",365,94,159,36,107,0.5928338762214984,92,2017-18,BOS,14.25233644859813,51,266,Regular Season
76,76,76.0,76.0,Jayson Tatum,1628369,151,321,310,67,345,0.7444444444444445,25,11,22,"Jaylen Brown, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Smart",365,94,159,36,107,0.5928338762214984,92,2017-18,BOS,15.654205607476635,36,266,Regular Season
77,77,77.0,77.0,Al Horford,201143,151,321,310,48,345,0.5333333333333333,23,16,12,"Jaylen Brown, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Smart",365,94,159,36,107,0.5928338762214984,92,2017-18,BOS,11.214953271028037,39,266,Regular Season
78,78,78.0,78.0,Kyrie Irving,202681,151,321,310,129,345,0.5614035087719298,63,37,32,"Jaylen Brown, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Smart",365,94,159,36,107,0.5928338762214984,92,2017-18,BOS,30.14018691588785,100,266,Regular Season
79,79,79.0,79.0,Marcus Smart,203935,151,321,310,60,345,0.625,20,20,17,"Jaylen Brown, Jayson Tatum, Al Horford, Kyrie Irving, Marcus Smart",365,94,159,36,107,0.5928338762214984,92,2017-18,BOS,14.018691588785046,40,266,Regular Season
80,80,80.0,80.0,Jayson Tatum,1628369,22,42,45,10,41,0.7142857142857143,5,1,2,"Jayson Tatum, Semi Ojeleye, Al Horford, Kyrie Irving, Marcus Smart",42,11,24,5,10,0.5675675675675675,6,2017-18,BOS,17.857142857142858,6,34,Regular Season
81,81,81.0,81.0,Semi Ojeleye,1628400,22,42,45,3,41,0.375,0,4,0,"Jayson Tatum, Semi Ojeleye, Al Horford, Kyrie Irving, Marcus Smart",42,11,24,5,10,0.5675675675675675,6,2017-18,BOS,5.357142857142857,4,34,Regular Season
82,82,82.0,82.0,Al Horford,201143,22,42,45,8,41,0.8,5,0,0,"Jayson Tatum, Semi Ojeleye, Al Horford, Kyrie Irving, Marcus Smart",42,11,24,5,10,0.5675675675675675,6,2017-18,BOS,14.285714285714286,5,34,Regular Season
83,83,83.0,83.0,Kyrie Irving,202681,22,42,45,14,41,0.4666666666666667,9,4,4,"Jayson Tatum, Semi Ojeleye, Al Horford, Kyrie Irving, Marcus Smart",42,11,24,5,10,0.5675675675675675,6,2017-18,BOS,25.0,13,34,Regular Season
84,84,84.0,84.0,Marcus Smart,203935,22,42,45,7,41,0.5833333333333334,5,1,0,"Jayson Tatum, Semi Ojeleye, Al Horford, Kyrie Irving, Marcus Smart",42,11,24,5,10,0.5675675675675675,6,2017-18,BOS,12.5,6,34,Regular Season
85,85,85.0,85.0,Terry Rozier,1626179,52,97,98,19,80,0.3653846153846153,10,15,2,"Terry Rozier, Jayson Tatum, Al Horford, Marcus Morris, Aron Baynes",100,25,62,14,32,0.5102040816326531,9,2017-18,BOS,14.690721649484535,25,94,Regular Season
86,86,86.0,86.0,Jayson Tatum,1628369,52,97,98,20,80,0.5882352941176471,10,6,3,"Terry Rozier, Jayson Tatum, Al Horford, Marcus Morris, Aron Baynes",100,25,62,14,32,0.5102040816326531,9,2017-18,BOS,15.463917525773196,16,94,Regular Season
87,87,87.0,87.0,Al Horford,201143,52,97,98,20,80,0.4545454545454545,18,3,2,"Terry Rozier, Jayson Tatum, Al Horford, Marcus Morris, Aron Baynes",100,25,62,14,32,0.5102040816326531,9,2017-18,BOS,15.463917525773196,21,94,Regular Season
88,88,88.0,88.0,Marcus Morris,202694,52,97,98,29,80,0.8055555555555556,10,7,2,"Terry Rozier, Jayson Tatum, Al Horford, Marcus Morris, Aron Baynes",100,25,62,14,32,0.5102040816326531,9,2017-18,BOS,22.422680412371133,17,94,Regular Season
89,89,89.0,89.0,Aron Baynes,203382,52,97,98,12,80,0.4,14,1,0,"Terry Rozier, Jayson Tatum, Al Horford, Marcus Morris, Aron Baynes",100,25,62,14,32,0.5102040816326531,9,2017-18,BOS,9.278350515463918,15,94,Regular Season
90,90,90.0,90.0,Jayson Tatum,1628369,25,52,50,21,57,0.9545454545454546,3,5,6,"Jayson Tatum, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",78,10,16,15,24,0.8478260869565217,14,2017-18,BOS,30.28846153846154,8,40,Regular Season
91,91,91.0,91.0,Al Horford,201143,25,52,50,10,57,0.8333333333333334,2,4,0,"Jayson Tatum, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",78,10,16,15,24,0.8478260869565217,14,2017-18,BOS,14.423076923076923,6,40,Regular Season
92,92,92.0,92.0,Kyrie Irving,202681,25,52,50,30,57,0.9375,7,7,4,"Jayson Tatum, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",78,10,16,15,24,0.8478260869565217,14,2017-18,BOS,43.26923076923077,14,40,Regular Season
93,93,93.0,93.0,Marcus Morris,202694,25,52,50,9,57,0.6428571428571429,2,5,2,"Jayson Tatum, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",78,10,16,15,24,0.8478260869565217,14,2017-18,BOS,12.98076923076923,7,40,Regular Season
94,94,94.0,94.0,Marcus Smart,203935,25,52,50,8,57,0.6666666666666666,2,3,2,"Jayson Tatum, Al Horford, Kyrie Irving, Marcus Morris, Marcus Smart",78,10,16,15,24,0.8478260869565217,14,2017-18,BOS,11.538461538461538,5,40,Regular Season
95,95,95.0,95.0,Terry Rozier,1626179,25,55,53,15,37,0.5357142857142857,6,7,3,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Marcus Smart",59,18,31,6,19,0.5566037735849056,7,2017-18,BOS,20.454545454545453,13,50,Regular Season
96,96,96.0,96.0,Jaylen Brown,1627759,25,55,53,13,37,0.8125,6,2,0,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Marcus Smart",59,18,31,6,19,0.5566037735849056,7,2017-18,BOS,17.727272727272727,8,50,Regular Season
97,97,97.0,97.0,Jayson Tatum,1628369,25,55,53,9,37,0.5,3,4,4,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Marcus Smart",59,18,31,6,19,0.5566037735849056,7,2017-18,BOS,12.272727272727272,7,50,Regular Season
98,98,98.0,98.0,Al Horford,201143,25,55,53,15,37,0.5,10,5,0,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Marcus Smart",59,18,31,6,19,0.5566037735849056,7,2017-18,BOS,20.454545454545453,15,50,Regular Season
99,99,99.0,99.0,Marcus Smart,203935,25,55,53,7,37,0.5,6,1,0,"Terry Rozier, Jaylen Brown, Jayson Tatum, Al Horford, Marcus Smart",59,18,31,6,19,0.5566037735849056,7,2017-18,BOS,9.545454545454543,7,50,Regular Season
100,100,100.0,100.0,Jaylen Brown,1627759,43,81,81,18,82,0.4736842105263157,12,7,1,"Jaylen Brown, Jayson Tatum, Al Horford, Aron Baynes, Marcus Smart",95,30,54,8,21,0.5864197530864198,14,2017-18,BOS,16.666666666666668,19,75,Regular Season
101,101,101.0,101.0,Jayson Tatum,1628369,43,81,81,16,82,0.5,9,6,2,"Jaylen Brown, Jayson Tatum, Al Horford, Aron Baynes, Marcus Smart",95,30,54,8,21,0.5864197530864198,14,2017-18,BOS,14.814814814814817,15,75,Regular Season
